cluster_primary,PooledFundName,AllocationYear,OrganizationName,ProjectTitle,budget_usd,beneficiaries_total,cpb_usd_per_beneficiary,cpb_percentile_in_cluster,z_log10_cpb,flag_iqr_high,flag_z_high,flag_pct_high,flag_beneficiaries_gt_country_pop,outlier_reason,cluster_evidence
Health,South Sudan,2020,World Health Organization,"Provision of emergency response Personal Protective Equipment (PPE) for those performing critical public health functions for South Sudan, during the COVID-19 epidemic.",4999500.01,2268.0,2204.3650837742503,0.9947447447447447,3.4368469282499503,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.44 (log10 CPB) above cluster mean; 99.5th percentile CPB in cluster (>= 99th),Health (keywords: health)
WASH,oPt,2025,Beit Lahia Development Association,"Enhancing Access to Safe Water, Sanitation, and Hygiene Practices for Vulnerable communities affected by conflicts.",249999.99,115.0,2173.912956521739,0.9957007738607051,3.801087967914945,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.80 (log10 CPB) above cluster mean; 99.6th percentile CPB in cluster (>= 99th),"WASH (keywords: water, sanitation, hygiene)"
Shelter/NFI,oPt,2021,Palestinian Housing Council,Emergency Shelter Rehabilitation for Vulnerable Families in East Jerusalem,286194.73,132.0,2168.141893939394,0.9917127071823204,2.58704982761749,True,False,True,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef); 99.2th percentile CPB in cluster (>= 99th)",Shelter/NFI (keywords: shelter)
Health,Lebanon,2018,Welfare Association - Lebanon Branch,Life-saving hospitalization support to elderly Palestinian refugees in Lebanon,295457.22,140.0,2110.4087142857143,0.9943693693693694,3.407691963011603,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.41 (log10 CPB) above cluster mean; 99.4th percentile CPB in cluster (>= 99th),Health (keywords: hospital)
Protection,DRC,2019,Norwegian Refugee Council,Appui à la coordination du Cluster Protection en RDC,256382.2,124.0,2067.5983870967743,0.9940334128878282,2.958469331958585,True,False,True,False,Above IQR upper fence for cluster (>776.45 USD/benef); 99.4th percentile CPB in cluster (>= 99th),Protection (keywords: protection)
Food Security,oPt,2017,Palestinian Al Nakheel Association for Progress and Development,Increasing production capacity of the agricultural assets to small male and female farmers who are most fragile and vulnerable to humanitarian crises in Khan Yunis and Deir Al Balah.,245500.8,120.0,2045.84,0.9916201117318436,2.582365861709137,True,False,True,False,"Above IQR upper fence for cluster (>1,584.57 USD/benef); 99.2th percentile CPB in cluster (>= 99th)",Food Security (keywords: agric)
Nutrition,Somalia,2014,Relief International UK,Participatory Capacity Development Project For Male and Female Nutrition Workers for Local Nutrition actors in Bay Region,240843.28,120.0,2007.0273333333332,0.9914163090128756,3.205624899719352,True,True,True,False,Above IQR upper fence for cluster (>454.63 USD/benef); Z-score 3.21 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),Nutrition (keywords: nutrition)
Protection,Sudan,2024,UN Agency,Capacity Building of Local Protection Partners on SGBV Prevention and Response in Sudan,800000.0,400.0,2000.0,0.9934367541766109,2.934133580777477,True,False,True,False,Above IQR upper fence for cluster (>776.45 USD/benef); 99.3th percentile CPB in cluster (>= 99th),"Protection (keywords: protection, gbv)"
Food Security,Nigeria,2022,International Organization for Migration,Improving Agricultural Livelihoods Assistance for Affected Populations in north-east Nigeria,200000.0,100.0,2000.0,0.9906890130353817,2.5675953482214586,True,False,True,False,"Above IQR upper fence for cluster (>1,584.57 USD/benef); 99.1th percentile CPB in cluster (>= 99th)","Food Security (keywords: livelihood, agric)"
Mine Action,Afghanistan,2022,United Nations Office for Project Services,Improvised Explosive Device (IED)-focused Hazardous Environment Training (HET) for Humanitarian Organizations - 2nd Phase,99077.06,50.0,1981.5412,0.9852941176470589,2.512997974329866,True,False,False,False,"Above IQR upper fence for cluster (>1,472.04 USD/benef)",Mine Action (keywords: explosive)
Food Security,Syria,2024,Syrian Arab Red Crescent,Increasing the resilience by strengthening Livelihoods and in Dar'a - Busra Esh-Sham for the most Vulnerable Populations,657353.57,337.0,1950.604065281899,0.9897579143389199,2.5512952043170305,True,False,False,False,"Above IQR upper fence for cluster (>1,584.57 USD/benef)",Food Security (keywords: livelihood)
Shelter/NFI,Lebanon,2018,Première Urgence Internationale,"Addressing urgent shelter needs of Palestinian refugees from Syria and elderly Palestinian refugees from Lebanon, in Saida District, Lebanon",340662.06,180.0,1892.567,0.9910220994475138,2.4916135990723625,True,False,True,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef); 99.1th percentile CPB in cluster (>= 99th)",Shelter/NFI (keywords: shelter)
WASH,Syria Cross border,2024,UN Agency,"Ensuring continuous humanitarian access to IDP sites and markets through an emergency road restoration mechanism during winter conditions, while strengthening local WASH services in NW Syria.",992395.53,525.0,1890.2772,0.9952708512467756,3.689896720674287,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.69 (log10 CPB) above cluster mean; 99.5th percentile CPB in cluster (>= 99th),WASH (keywords: wash)
WASH,oPt,2021,Fundacion Accion Contra El Hambre (Action Against Hunger ),Humanitarian response to improve access to services for the unserved communities in Hebron H2 restricted neighborhoods &amp; Area C: A collaborative response in WASH &amp; FSL sectors,498000.69,272.0,1830.8848897058824,0.9948409286328461,3.6645065520463644,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.66 (log10 CPB) above cluster mean; 99.5th percentile CPB in cluster (>= 99th),WASH (keywords: wash)
Health,Jordan,2018,Jordan paramedic society,Secondary health care for priority cases of Basic Emergency Obstetric and Newborn Care (BEmONC) and Comprehensive Emergency Obstetric and Newborn Care (CEmONC) including supporting priority medical referrals from the borders and camps.,399868.63,220.0,1817.584681818182,0.993993993993994,3.307710818335886,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.31 (log10 CPB) above cluster mean; 99.4th percentile CPB in cluster (>= 99th),"Health (keywords: health, medical, referral)"
Protection,Lebanon,2018,Welfare Association - Lebanon Branch,Active Ageing Houses - Reducing protection risks and improving the living conditions of elderly Palestinian refugees in Lebanon,310782.18,172.0,1806.8731395348836,0.9928400954653938,2.85978823803392,True,False,True,False,Above IQR upper fence for cluster (>776.45 USD/benef); 99.3th percentile CPB in cluster (>= 99th),Protection (keywords: protection)
Health,Syria Cross border,2018,National NGO,Supporting and Provision of Dialysis Health Services in Northern Syria,552841.52,314.0,1760.6417834394906,0.9936186186186187,3.286405693339705,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.29 (log10 CPB) above cluster mean; 99.4th percentile CPB in cluster (>= 99th),Health (keywords: health)
Food Security,Syria,2023,International Labour Organization,Emergency employment through rural road rehabilitation for decent jobs and livelihoods recovery (sub-objective 2),675000.0,385.0,1753.2467532467533,0.9888268156424581,2.4817683844846745,True,False,False,False,"Above IQR upper fence for cluster (>1,584.57 USD/benef)",Food Security (keywords: livelihood)
Health,Sudan,2023,International NGO,Area-Based Response: Response to the Sudan crisis with specialized healthcare services in Khartoum.,1500553.28,860.0,1744.8293953488374,0.9932432432432432,3.2803671847884575,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.28 (log10 CPB) above cluster mean; 99.3th percentile CPB in cluster (>= 99th),Health (keywords: health)
Shelter/NFI,Ukraine,2025,Charitable organization “Charitable foundation “ROKADA”,"Inclusive housing and care support for IDPs with mobility limitations in Kherson, Sumy and Zhytomyr",2499948.0,1434.0,1743.3389121338912,0.9903314917127072,2.433951638532412,True,False,True,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef); 99.0th percentile CPB in cluster (>= 99th)",Shelter/NFI (keywords: housing)
WASH,Lebanon,2020,Concern Worldwide,Construction of 100 Latrines for People with Specific Needs in Akkar (North) – (80 in ITS and 20 in collective shelters),172269.45,100.0,1722.6945,0.9944110060189166,3.616063223605346,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.62 (log10 CPB) above cluster mean; 99.4th percentile CPB in cluster (>= 99th),WASH (keywords: latrine); also matched: Shelter/NFI
Health,Syria Cross border,2018,National NGO,Supporting Dialysis Health Services in North West Syria,399854.63,234.0,1708.7804700854701,0.9928678678678678,3.26639351441172,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.27 (log10 CPB) above cluster mean; 99.3th percentile CPB in cluster (>= 99th),Health (keywords: health)
Health,Lebanon,2019,Mercy-USA for Aid and Development,Provision of financial support to tertiary hospitalization and Intensive Care for Neonates for  144 elderly and children PRL and PRS at risk in all Lebanese Governorates,297299.5,174.0,1708.617816091954,0.9924924924924925,3.2663297989536613,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.27 (log10 CPB) above cluster mean; 99.2th percentile CPB in cluster (>= 99th),Health (keywords: hospital)
Protection,Nigeria,2019,iMMAP,Strengthening capacities in Information Management for NNGOs Protection Humanitarian Actors in north-east Nigeria.,100000.0,60.0,1666.6666666666667,0.9922434367541766,2.800654094189055,True,False,True,False,Above IQR upper fence for cluster (>776.45 USD/benef); 99.2th percentile CPB in cluster (>= 99th),Protection (keywords: protection)
Shelter/NFI,oPt,2015,Palestinian Housing Council,Emergency housing rehabilitation for women headed households and deprived families in East Jerusalem,249957.86,151.0,1655.3500662251654,0.9896408839779005,2.397591905696497,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: housing)
WASH,oPt,2022,Fundacion Accion Contra El Hambre (Action Against Hunger ),Humanitarian response to improve access to adequate shelter including WASH facilities for the vulnerable families living in Area C (including E1 &amp; the Jordan Valley),497090.83,303.0,1640.563795379538,0.9939810834049871,3.577211637867419,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.58 (log10 CPB) above cluster mean; 99.4th percentile CPB in cluster (>= 99th),WASH (keywords: wash); also matched: Shelter/NFI
Health,Jordan,2017,Jordan paramedic society,"Secondary and tertiary referral care for basic emergency obstetric care (BEmOC), comprehensive emergency obstetric care (CEmOC), neonatal care (NNC), and supporting priority medical referrals from the borders, camps and urban settings.",249618.16,156.0,1600.1164102564103,0.9921171171171171,3.2224156064038945,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.22 (log10 CPB) above cluster mean; 99.2th percentile CPB in cluster (>= 99th),"Health (keywords: medical, referral)"
Food Security,Yemen,2023,Vision Hope International,Sustainable Community-Based Participatory Livelihood and Agricultural Interventions to Most Vulnerable People in Mahweet Governorate in Khabt District. (Pillar 1),655536.75,410.0,1598.8701219512195,0.9878957169459963,2.4216910260779976,True,False,False,False,"Above IQR upper fence for cluster (>1,584.57 USD/benef)","Food Security (keywords: livelihood, agric)"
Shelter/NFI,oPt,2021,United Nations Development Programme,Immediate rehabilitation of housing of non-refugee internally displaced families in the Gaza Strip – May 2021 Gaza Crisis,999999.75,628.0,1592.3562898089172,0.988950276243094,2.370353430571598,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: housing)
WASH,oPt,2021,Fundacion Accion Contra El Hambre (Action Against Hunger ),Humanitarian response to improve access to adequate shelter and WASH facilities for the vulnerable families living in Wadi Salman.,462928.65,292.0,1585.372089041096,0.9935511607910577,3.5499948078512675,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.55 (log10 CPB) above cluster mean; 99.4th percentile CPB in cluster (>= 99th),WASH (keywords: wash); also matched: Shelter/NFI
Nutrition,Lebanon,2019,Association LRC,"Protecting 325 Older persons at Risk with Shelter interventions in Akkar in Mhammara, Bebnine, Berqayel, and Halba municipalities and T5  in Ghoraba, Jabal Mohsein, Tabbaneh, Abou Samra and Jabal Beddawi",495588.12,325.0,1524.8865230769231,0.9907010014306151,3.003920994104468,True,True,True,False,Above IQR upper fence for cluster (>454.63 USD/benef); Z-score 3.00 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),Nutrition (keywords: sam); also matched: Shelter/NFI
Health,Lebanon,2024,Embrace,The National Mental Health Emergency Response Mechanism Unit ,200617.19,132.0,1519.827196969697,0.9917417417417418,3.187958243885058,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.19 (log10 CPB) above cluster mean; 99.2th percentile CPB in cluster (>= 99th),Health (keywords: health)
Health,Lebanon,2022,Danish Refugee Council,"Pillar Two: Enabling a more accountable, evidence-based and inclusive response through DRC’s Referral Information Management System (RIMS)",119962.15,80.0,1499.526875,0.9913663663663663,3.1789576513452262,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.18 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),Health (keywords: referral)
Protection,Lebanon,2019,ASSOCIATION DES JEUNES ISLAMIQUES,Providing Specialized Protection Services for 100 Disabled Children at Risk in the North and Akkar – Protection,296520.0,200.0,1482.6,0.9916467780429594,2.714976457299942,True,False,True,False,Above IQR upper fence for cluster (>776.45 USD/benef); 99.2th percentile CPB in cluster (>= 99th),Protection (keywords: protection)
Shelter/NFI,Ukraine,2024,"Global Emergency Relief, Recovery & Reconstruction",GER3 Response to Critical Humanitarian Shelter Needs In Kherson Oblast,2203416.12,1500.0,1468.94408,0.9882596685082873,2.3137171074830114,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Health,Yemen,2021,INTERSOS,Priority 3 -  Referrals for advanced health care - Hajja and Taiz,140102.38,96.0,1459.3997916666667,0.990990990990991,3.160802256688718,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.16 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),"Health (keywords: health, referral)"
Health,Syria Cross border,2020,National NGO,Scaling-up Preparedness and Response for COVID-19 in Northwest Syria through implementing health services to people in need.,1092789.93,756.0,1445.4893253968253,0.9906156156156156,3.154391768215584,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.15 (log10 CPB) above cluster mean; 99.1th percentile CPB in cluster (>= 99th),Health (keywords: health)
Shelter/NFI,Syria Cross border,2023,International NGO,Emergency Earthquake Dignified Shelter Response Phase 1,721912.93,500.0,1443.8258600000001,0.9875690607734806,2.301608314036356,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Nutrition,Afghanistan,2021,Action Contre la Faim,Assessment of the nutrition situation throughout Afghanistan through National Smart Survey,399921.26,290.0,1379.038827586207,0.9899856938483548,2.93011179564932,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Education,Somalia,2014,Norwegian Refugee Council,"Improved access to education for 18,059 school-aged children (boys and girls) in Banadir, Lower Shabelle and Gedo",533268.2,391.0,1363.8572890025575,0.9963144963144963,2.869026334664099,True,False,True,False,Above IQR upper fence for cluster (>683.82 USD/benef); 99.6th percentile CPB in cluster (>= 99th),"Education (keywords: education, school)"
Health,Jordan,2015,Jordan Health Aid Society International,Preventing the transmission of diarrhea disease (cholera),108551.5,80.0,1356.89375,0.9902402402402403,3.1120562423992,True,True,True,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.11 (log10 CPB) above cluster mean; 99.0th percentile CPB in cluster (>= 99th),Health (keywords: cholera)
Health,Ukraine,2020,Première Urgence Internationale,Support to health system contact tracing as COVID-19 response Donetsk Oblast,188500.62,140.0,1346.433,0.9898648648648649,3.106876094913466,True,True,False,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.11 (log10 CPB) above cluster mean,Health (keywords: health)
Education,DRC,2020,Save the Children,"Renforcer la coordination humanitaire en RDC aux niveaux national et sous-national, pour les secteurs de l’Education, de la Protection de l’Enfance, et de la Santé dans le hub Nord-Est.",401067.03,298.0,1345.8625167785235,0.995085995085995,2.8567283278966062,True,False,True,False,Above IQR upper fence for cluster (>683.82 USD/benef); 99.5th percentile CPB in cluster (>= 99th),Education (keywords: education); also matched: Protection
Protection,Iraq,2016,United Nations Children's Fund,Interagency Child Protection Emergency Preparedness and Response – Mosul / Anbar,199757.5,150.0,1331.7166666666667,0.9910501193317423,2.636400183317149,True,False,True,False,Above IQR upper fence for cluster (>776.45 USD/benef); 99.1th percentile CPB in cluster (>= 99th),"Protection (keywords: protection, child protection)"
Shelter/NFI,Syria Cross border,2022,International NGO,Shelter Assistance for Empowerment and Resilience (Safer) / Envelope 1,1500000.0,1140.0,1315.7894736842106,0.986878453038674,2.236414827967087,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Shelter/NFI,oPt,2022,Palestinian Housing Council,Emergency Shelter Rehabilitation for Vulnerable Families in Area C,348049.89,265.0,1313.3958113207548,0.9861878453038674,2.235136479521594,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Health,Jordan,2015,Jordan Health Aid Society International,"Supporting the provision of Secondary and tertiary healthcare for refugee Girls, Boys, Women and Men in camps and out of camps and vulnerable Jordanians, including the deliveries , neonatal , emergency obstetric , war wounded from eastern and western border .",385408.3,297.0,1297.6710437710437,0.9894894894894894,3.082185730633612,True,True,False,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.08 (log10 CPB) above cluster mean,Health (keywords: health)
Shelter/NFI,Syria Cross border,2024,International NGO,Envelope 1 - Provision of Critical Life-saving Winterization Assistance to the Most Heightened Risk Populations in NW Syria,335017.3,260.0,1288.528076923077,0.9854972375690608,2.2217161776376315,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: winterization)
Nutrition,CAR,2018,Médecins d'Afrique,"Projet d’appui à la Co-facilitation des Clusters nationaux Santé et Nutrition, en RCA.",120000.07,95.0,1263.1586315789475,0.9889127324749643,2.865672106837072,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Nutrition,CAR,2017,Médecins d'Afrique,"Projet d’appui à la Co-facilitation des Clusters nationaux Santé et Nutrition, en RCA.",120000.07,95.0,1263.1586315789475,0.9889127324749643,2.865672106837072,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Shelter/NFI,oPt,2022,MA’AN Development Center,"Shelter Response for the most vulnerable populations in Area C of Hebron district, West Bank",387035.24,307.0,1260.7011074918566,0.9848066298342542,2.2063883111468883,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Shelter/NFI,oPt,2022,Première Urgence Internationale,Upgrading of substandard shelters and provision of protective materials to vulnerable Bedouin and herding households located in Area C in the Northern governorates of the West Bank,272253.27,218.0,1248.8682110091745,0.9841160220994475,2.1997676323742748,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
WASH,DRC,2019,Action Contre la Faim,Renforcement de la Coordination Sectorielle WASH à travers la Co-facilitation du Cluster National WASH,304380.76,244.0,1247.462131147541,0.9931212381771282,3.359348015356557,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.36 (log10 CPB) above cluster mean; 99.3th percentile CPB in cluster (>= 99th),WASH (keywords: wash)
Health,Lebanon,2020,Mercy-USA for Aid and Development,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,239159.64,195.0,1226.4596923076924,0.9891141141141141,3.0444086562628256,True,True,False,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.04 (log10 CPB) above cluster mean,"Health (keywords: medical, hospital)"
Shelter/NFI,oPt,2024,Première Urgence Internationale,Protection and upgrading for shelters in vulnerable areas exposed to Settler Violence in the West Bank,427600.0,352.0,1214.7727272727273,0.9834254143646409,2.180333972255935,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter); also matched: Protection
Health,Yemen,2016,Al-Atta for Relief and Development,"Health and child protection – Joint project   (Referral, Response and Cost Coverage)",755176.04,625.0,1208.281664,0.9887387387387387,3.0344137738655035,True,True,False,False,Above IQR upper fence for cluster (>213.45 USD/benef); Z-score 3.03 (log10 CPB) above cluster mean,"Health (keywords: health, referral); also matched: Protection"
Education,Somalia,2019,Hidig Relief And Development Organization,Provision of  adequate access to basic primary education to drought affected population in Bay and Bakool region south west state Somalia,222000.37,184.0,1206.52375,0.9938574938574939,2.7555321917782023,True,False,True,False,Above IQR upper fence for cluster (>683.82 USD/benef); 99.4th percentile CPB in cluster (>= 99th),Education (keywords: education)
Nutrition,CAR,2019,Médecins d'Afrique,"Projet d’appui à la Co-facilitation des Clusters nationaux Santé et Nutrition, en RCA.",120000.07,100.0,1200.0007,0.9878397711015737,2.828013747368078,True,False,False,False,Above IQR upper fence for cluster (>454.63 USD/benef),Nutrition (keywords: nutrition)
Shelter/NFI,Ukraine,2025,"Global Emergency Relief, Recovery & Reconstruction",Winterization Assistance to Vulnerable Ukrainians 2025-2026,2188085.05,1840.0,1189.1766576086955,0.9827348066298343,2.165382918388033,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: winterization)
Shelter/NFI,Lebanon,2015,ABAAD Resource Center For Gender Equality,Protecting and empowering children namely boys survivors of at risk of GBV: Piloting temporarily safe-sheltering for male youth and boys in Lebanon,70035.12,60.0,1167.252,0.9820441988950276,2.1523182471380795,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter); also matched: Protection
Shelter/NFI,Syria Cross border,2021,Others,Envelop 1&amp;2: Providing Innovative and Dignified Integrated Shelter Units to the Most Vulnerable IDPs in Syria and Facilitating Cross Border Operation and Logistics Support for Humanitarian Actors,1482554.53,1317.0,1125.7057934700076,0.981353591160221,2.126873960619105,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Health,Jordan,2019,Qatar Red Crescent Society,Provision of secondary medical intervention for renal patients through supporting the hemodialysis and medications. (Kidney Dialysis for Syrian Refugees in out of camp setting (12th Phase),415965.18,375.0,1109.24048,0.9883633633633634,2.977169479328605,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: medical)
WASH,Syria Cross border,2022,National NGO,"Provision of multi-sectoral interventions in WASH, Dignified shelter, Food Security, and Education for the most vulnerable groups in Northwest Syria 

Envelope 1",1498537.97,1361.0,1101.0565540044086,0.9926913155631987,3.2600583126281863,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.26 (log10 CPB) above cluster mean; 99.3th percentile CPB in cluster (>= 99th),"WASH (keywords: wash); also matched: Education, Food Security, Shelter/NFI"
Shelter/NFI,oPt,2017,Mercy Corps,Improving housing conditions  of vulnerable households  in Gaza,250000.85,228.0,1096.494956140351,0.9806629834254144,2.108415598500142,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: housing)
Shelter/NFI,Syria Cross border,2022,National NGO,"(100% Envelope 1), Upgrading of expired shelter units (tents) to the dignified shelter solution and all other related infrastructures and facilities in Al Ajami Camp in Salqin Sub-district in Idleb governorate.",1496928.73,1380.0,1084.730963768116,0.9799723756906077,2.100842637422867,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)","Shelter/NFI (keywords: shelter, tent)"
Health,Jordan,2019,Jordan paramedic society,"Secondary and tertiary health care for women and children at risk for emergency obstetric, neonatal and childcare, with support for emergency lifesaving for the elderly at risk from camp and non-camp settings",249994.27,231.0,1082.226277056277,0.987987987987988,2.9606667815539836,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Education,oPt,2024,Handicap International,"SHAREK 5: Access to recreational, psychosocial, and learning activities of children with and without disabilities in Gaza Strip",427450.0,400.0,1068.625,0.9926289926289926,2.643152049816289,True,False,True,False,Above IQR upper fence for cluster (>683.82 USD/benef); 99.3th percentile CPB in cluster (>= 99th),Education (keywords: learning); also matched: Protection
Shelter/NFI,Lebanon,2019,MEDAIR,"Enhanced shelter intervention by upgrading 100 residential Sub-Standard Buildings, repairing 150 non-residential buildings, improving the sites of 10 Informal Settlements and providing 100 tailored shelter assistance to improve access and circulation for 390 children at risk and 260 older persons at risk in Baalbek-Hermel and Bekaa governorates.",691588.84,650.0,1063.9828307692308,0.9792817679558011,2.0872838335414396,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)","Shelter/NFI (keywords: shelter, repair)"
Health,Jordan,2018,Jordan paramedic society,"Secondary health care for priority cases of Basic Emergency Obstetric care and Newborn Care (BEmONC), Comprehensive Emergency Obstetric and Newborn Care (CEmONC), and priority medical referrals from camp and non-camp settings",398930.88,377.0,1058.1720954907162,0.9876126126126126,2.9456218598136545,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, medical, referral)"
WASH,Somalia,2012,United Nations Children's Fund,UNICEF WASH and Nutrition Cluster Coordination in Mogadishu,271416.0,260.0,1043.9076923076923,0.9922613929492692,3.2176679244209314,True,True,True,False,Above IQR upper fence for cluster (>211.53 USD/benef); Z-score 3.22 (log10 CPB) above cluster mean; 99.2th percentile CPB in cluster (>= 99th),WASH (keywords: wash); also matched: Nutrition
Shelter/NFI,Syria Cross border,2024,UN Agency,Envelope 1: Ensuring Uninterrupted Access to and functioning of conflict affected Kafr-Kafrehmul Market thru Emergency Repairs and Road Rehab to prevent against harsh winter's rain and floods.,772004.98,740.0,1043.249972972973,0.9785911602209945,2.0734682862346823,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: repair)
Shelter/NFI,Syria Cross border,2023,National NGO,Envelope 3 [Improving the living conditions of the most vulnerable and earthquake-affected population in IDP camps in Idleb through the provision of dignified shelter units],1247006.7,1200.0,1039.1722499999998,0.9779005524861878,2.0707187660478628,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Shelter/NFI,Syria Cross border,2022,International NGO,Envelope 1: Provision of shelter support and services leading to dignified living conditions to affected communities in NW Syria,1498845.84,1455.0,1030.1345979381445,0.9772099447513812,2.064586218652405,True,False,False,False,"Above IQR upper fence for cluster (>1,023.89 USD/benef)",Shelter/NFI (keywords: shelter)
Protection,Lebanon,2021,KAFA enough Violence & Exploitation,"Implementing prevention and protection responses, covering all geographical areas, to address GBV and risks of GBV affecting women and girls and women an girls with disability, from the Syrian refugees, the host community and the migrant domestic workers communities in light of the multi-faceted crisis in Lebanon.",452214.1,450.0,1004.9202222222222,0.9904534606205251,2.4302667146463355,True,False,True,False,Above IQR upper fence for cluster (>776.45 USD/benef); 99.0th percentile CPB in cluster (>= 99th),"Protection (keywords: protection, gbv)"
Protection,Lebanon,2018,Adventist Development and Relief Agency,Assistance and Protection Services for Vulnerable Elderly Persons,200090.0,200.0,1000.45,0.9898568019093079,2.427002777601931,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: protection)
Protection,CAR,2015,United Nations Children's Fund,Protection et réintégration communautaires des enfants associés aux groupes armes et autres survivants des violences basées sur les genres.,799999.99,800.0,999.9999875,0.9892601431980907,2.426673392927022,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),Protection (keywords: protection)
Protection,Lebanon,2018,Tabitha for relief and development,Comprehensive Protection Services to GBV survivors in upper Aley district,99997.71,100.0,999.9771000000001,0.9886634844868735,2.4266566365609488,True,False,False,False,Above IQR upper fence for cluster (>776.45 USD/benef),"Protection (keywords: protection, gbv)"
